,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.21398",65.046547,80.159004,91.82682,95.837387,62.896114,62.20414,49.371941,73.90963,42.267994,16.062998,17.07559,15.609109,27.693762,26.868198,46.921925
"MSTRG.21399",1.334806,5.250766,0.491348,5.282001,3.599086,2.2135,0,0,0.380051,0.488623,0.241072,0.172951,0.435888,0.502983,1.525998
"MSTRG.2140",0,0,0,0,0,0,0,0,0,5.580896,5.819182,2.191419,0.069199,0.295427,0.031191
"MSTRG.21400",12.919253,13.611646,7.283372,9.056248,11.285047,11.98455,4.620673,6.779434,4.435202,10.854174,10.400581,10.416591,5.909206,7.022506,10.211388
"MSTRG.21401",9.960807,13.851019,6.31378,7.58953,16.468799,17.268104,2.996794,6.300234,5.267635,20.00739,16.778053,16.495469,21.369161,13.342552,27.165229
"MSTRG.21402",0.093312,0.049035,0.051918,0.018385,0.076439,0.05894,0.006843,0,0,2.51569,1.443436,1.406154,1.542896,1.462153,0.897468
"MSTRG.21403",1.499234,1.744121,1.059628,1.108699,2.58077,2.477133,0.680956,1.419347,0.622521,2.121281,2.582331,2.454883,1.008546,1.553303,1.051097
"MSTRG.21404",7.140259,9.094882,6.913563,8.211851,7.387786,7.509638,2.256735,3.628891,1.870279,7.28798,6.981035,7.548355,2.21454,4.123327,3.534684
"MSTRG.21405",28.587019,33.086916,27.610194,29.321183,28.156688,30.883237,14.807421,23.403061,13.708232,14.021971,14.014286,11.947114,10.749349,12.924809,14.882738
"MSTRG.21406",2.539047,2.825945,3.471499,3.302137,2.713655,3.791103,1.941405,4.227724,1.593251,0.039573,0.132325,0.132927,0,0,0.188556
"MSTRG.21407",33.845774,39.722393,36.798981,37.533194,30.822287,33.699255,21.141233,26.047973,17.381052,14.609199,19.345397,17.309151,31.420914,40.92967,49.886404
"MSTRG.21408",3.235313,3.615004,3.055191,3.499428,7.299489,8.07406,1.462947,1.634844,1.519138,4.231569,6.098407,6.294304,7.40489,7.450852,8.803813
"MSTRG.21409",19.066516,25.499953,19.086849,19.9961,13.181197,14.296717,5.129106,10.408504,4.33355,5.813779,6.025456,5.864447,5.47633,5.456327,7.26259
"MSTRG.2141",0,0,0,0,0,0.007443,0,0,0,0.120794,0.079672,0.094552,6.820749,12.163172,12.39018
"MSTRG.21410",9.253063,10.855163,12.280361,10.611046,7.046398,8.033046,5.837617,7.237933,5.512207,2.435859,2.278511,3.101403,3.198728,4.293267,4.395015
"MSTRG.21411",198.233856,203.936646,199.631409,197.384705,128.096497,120.455994,247.833511,176.917068,218.817459,75.222359,85.10289,84.54805,77.404274,131.33049,112.074898
"MSTRG.21412",68.356955,110.847544,53.749866,53.21643,40.083297,42.43176,36.305918,48.648183,22.569309,33.075937,36.673656,29.833248,22.987412,37.101137,26.969318
"MSTRG.21414",0,0,0,0,0,0,0,0,0,3.667518,1.899815,5.040069,0.326377,0,0
"MSTRG.21415",7.207603,9.6744,5.409739,5.61841,9.676312,10.444078,6.416508,9.989643,7.243045,0,0.027954,0.012398,18.312923,18.496397,18.60561
"MSTRG.21417",1.97199,3.572014,2.332484,2.111577,2.263718,4.060714,7.562989,8.653983,6.143576,0,0,0,0.330063,0.519971,0
"MSTRG.21418",11.268069,14.20927,8.358472,9.927351,11.29251,11.385123,6.227705,9.229868,6.417694,6.465525,4.156081,5.030582,11.336731,12.780638,15.262778
"MSTRG.21429",0.414831,0.483674,0.033172,0,0.265936,0.37661,0.07465,0.602865,0.217996,0,0,0,12.219774,17.755753,25.883043
"MSTRG.21432",0.669827,0.443301,0.547915,0.789944,1.098007,1.379689,0.482525,0.682613,0.432154,0,0.055511,0.013335,36.741638,51.781386,73.354824
"MSTRG.2144",0.60843,0.53469,0.36448,0.435081,0.762718,0.828972,0.088468,0.052254,0.108852,24.275749,27.11974,12.699246,0.121313,0,0.284886
"MSTRG.21440",3.181828,4.68601,2.073648,2.014001,1.28085,1.403231,0.539607,0.709724,0.468972,5.706433,9.89522,6.296213,14.904631,10.337794,16.268055
"MSTRG.21441",1.261063,2.281595,1.003913,0.665168,0.444394,0.496163,0.325793,0.281811,0.214641,0.483789,1.047742,0.53071,8.640557,9.125673,7.249342
"MSTRG.21447",2.264994,2.98804,2.226179,2.354634,12.548135,14.485392,0.917541,2.655827,0.855458,20.358692,29.170387,25.708286,0.830585,2.209784,0.690858
"MSTRG.21448",4.619792,4.651647,5.013283,6.205094,4.922942,5.056212,2.416178,4.788191,2.648322,3.027834,2.726169,2.504874,11.403874,16.494707,16.476203
"MSTRG.21449",18.893104,25.891399,9.199056,15.289792,20.732002,22.390763,2.970906,12.750535,4.159775,3.560426,3.82078,2.989181,21.148302,23.046381,37.814416
"MSTRG.21452",43.548668,42.405716,41.513532,45.491597,22.711267,26.417637,24.469433,29.809161,19.482087,24.695369,21.917146,22.066704,7.414871,15.396866,16.695585
"MSTRG.21453",2.118626,2.245739,1.575396,2.229127,1.000547,2.225682,0.202569,0.207219,0.162598,0.811127,0.438249,0.718795,0.492507,0.867985,0.607037
"MSTRG.21463",0,0,0,0,0,0,0,0,0,6.869688,20.832903,6.210009,0,0,0
"MSTRG.21467",6.977042,9.808058,8.922734,8.826286,7.735475,9.126551,3.857833,4.098774,3.850678,81.297071,104.32583,88.354725,11.580988,12.487741,19.580407
"MSTRG.21469",10.053937,10.99614,8.87304,10.331516,6.394817,8.192813,4.01775,6.712409,3.961571,3.58607,2.982625,3.353821,4.285966,7.033279,6.136446
"MSTRG.2147",0.010286,0,0.007995,0,0,0,0,0,0,0,0,0.004653,25.420554,31.144433,28.685632
"MSTRG.21471",0.186824,0.200019,0.470831,0.548194,0.380598,0.551208,0.150636,0.072319,0.150563,0,0.018489,0,47.289957,51.690843,72.086398
"MSTRG.21478",14.640454,17.055356,22.954388,24.534823,18.089851,19.364255,5.119476,9.873265,3.997304,9.503844,9.148133,9.391758,7.967005,4.151197,12.834182
"MSTRG.21479",2.947997,3.863904,2.661468,3.009745,2.261417,2.430876,0.586415,1.022705,0.37709,12.795873,13.832919,9.744519,0.370148,0.299868,0.594495
"MSTRG.2148",2.302477,2.764697,2.071762,2.551291,2.013964,1.938609,0.318293,0.0513,0.629804,9.146791,8.491738,13.432322,0.869901,1.162587,0.89129
"MSTRG.21480",0,0.007005,0,0,0,0,0.004568,0,0,3.600659,2.770737,2.313266,0.102657,0.197425,0.012312
"MSTRG.21489",15.0365,16.455677,13.375367,15.006713,14.531573,14.840032,7.128853,11.194423,6.516907,0.268319,0.484977,0.303647,25.569879,27.462494,36.129786
"MSTRG.2149",37.54799,35.789091,34.500881,41.477665,33.944562,40.000431,12.651756,19.859422,11.110204,206.332022,237.487611,161.29793,3.159417,7.085413,5.943082
"MSTRG.21503",5.815541,7.512143,5.200427,6.129668,5.638102,6.191188,2.330611,4.764341,2.151208,4.150813,4.590436,3.589556,0.621614,0.673031,0.984159
"MSTRG.21504",0,0,0,0,0,0,0,0,0,2.17285,3.645435,2.808672,0,0.09355,0
"MSTRG.21506",2.047122,2.222231,1.235071,1.460721,2.382368,2.061701,1.21924,1.474517,0.851161,3.970426,4.600272,4.231473,1.256276,1.512613,1.770326
"MSTRG.21509",0.302535,0.306521,0.328258,0.405885,1.083921,1.361161,0.235013,0.675123,0.257354,0.257648,0.337663,0.358485,18.114567,21.4875,25.02898
"MSTRG.2151",13.579505,15.767057,13.445208,13.74152,12.282311,12.212728,8.111966,13.164869,8.19743,27.235234,23.403917,16.852491,11.731435,13.468012,18.529255
"MSTRG.21517",0.101443,0.110012,0.950561,0.567745,0.05047,0.136453,0.815332,0.229688,0.72093,0.082724,0.02791,0.136356,248.465042,1556.058594,363.227112
"MSTRG.21518",0.200378,0.149278,0.044619,0,0,0.022686,0,0,0.017068,0.022823,0.04157,0.021271,1.35522,1.918393,1.251596
"MSTRG.21519",0.448509,0.430982,0.407931,0.253545,0.223624,0.244204,0.199716,0.148201,0.270466,0.20814,0.204938,0.136878,3.911939,5.10571,6.049593
"MSTRG.2152",8.02805,10.93041,3.81305,4.869722,3.699861,4.880546,1.131202,0.823149,0.992699,12.29189,12.873697,9.587595,1.965433,1.858317,2.412124
"MSTRG.21520",0.645723,0.130202,0,0,0,0,0.041295,0,0.136033,1.310538,1.639844,3.3365,8.439472,6.96807,7.358108
"MSTRG.21521",211.573744,233.052957,175.316717,194.352745,189.232101,185.522515,119.452308,186.768093,107.998215,149.796777,138.414289,126.058891,23.193335,31.628907,34.295522
"MSTRG.21522",1.24503,1.805258,1.444757,1.269804,0.710124,1.559748,0.370242,0.487536,0.411352,0.286294,0.206853,0.186651,2.110054,2.526587,3.30918
"MSTRG.21523",3.45079,4.714706,2.323431,2.947413,3.842438,4.051486,1.196878,1.515052,1.624294,1.586054,1.436982,1.55426,5.050931,5.653344,7.418133
"MSTRG.21524",7.736915,9.772086,6.526436,7.707942,6.718267,8.202929,2.606363,3.799293,2.793132,2.093797,1.880829,1.744002,4.028113,3.70556,5.149105
"MSTRG.21525",43.097898,47.152017,40.29652,41.488935,44.143611,46.192695,20.49671,34.534853,20.974405,32.993145,36.45457,34.094449,34.197597,41.863414,58.287034
"MSTRG.21526",0.914734,0.772628,0.087884,0.815231,0.409224,0.890151,0.033499,0.13711,0.094005,1.481322,2.354212,1.884629,2.503224,2.760551,1.568632
"MSTRG.21527",3.840612,3.469662,3.221228,3.279637,2.852727,3.032566,2.063639,2.553009,1.239429,2.888749,2.997282,2.952117,1.718728,2.116644,2.66943
"MSTRG.21529",9.958468,12.658405,10.524032,9.570613,10.062109,10.828952,4.751829,8.159009,4.856755,3.455998,3.278329,3.251361,5.339224,6.809632,7.916461
"MSTRG.2153",39.758851,47.20111,43.768245,49.016689,77.502054,80.467088,42.956582,49.025545,34.001605,7.850008,9.176726,8.078765,4.809588,4.378176,6.883896
"MSTRG.21530",2.819762,2.318765,2.200514,2.332435,2.587278,3.704707,1.079208,1.930285,1.477592,0.445736,0.247808,0.493943,3.938997,4.184807,5.096238
"MSTRG.21531",8.642048,12.344532,10.678332,10.476655,9.90565,10.275128,3.112558,6.009082,3.912731,3.528857,2.591201,3.052775,6.655657,4.616906,9.113208
"MSTRG.21532",15.598943,20.537308,16.213287,17.267549,17.839808,19.749658,4.889314,10.072593,4.8809,4.351884,3.737876,3.77917,4.668175,4.57201,6.600476
"MSTRG.21534",6.622761,8.316274,6.66447,6.934808,5.124711,7.299845,1.073969,2.266324,0.980412,2.687282,2.319711,2.044827,6.295634,3.71229,7.594256
"MSTRG.21535",3.520777,4.784275,3.097264,3.576624,4.163743,5.691294,0.709596,1.086123,0.935102,0.82347,0.644283,0.658903,1.137387,0.950458,1.308862
"MSTRG.21536",35.561363,41.329773,37.203528,37.353344,36.454013,36.574773,13.891382,20.1767,13.871628,5.987847,5.681295,5.220346,49.492308,63.111245,60.031053
"MSTRG.21537",5.050427,7.248628,5.894622,6.524274,8.741869,8.910382,2.351988,2.463764,1.80219,8.22191,9.085731,8.872977,4.231123,4.352038,6.488196
"MSTRG.21540",8.245245,8.65287,8.987849,9.43429,7.329604,8.897258,2.035286,3.132705,1.763347,1.825399,1.565551,2.230919,1.278853,1.275513,2.445204
"MSTRG.21541",0.832108,0.956016,0.848256,0.700759,1.042247,1.033079,0.206885,0.175088,0.170675,0.087556,0.018451,0.068939,4.719215,4.344977,5.450784
"MSTRG.21542",2.313026,3.603199,2.685256,2.667222,2.602477,2.489344,0.976919,1.279765,0.535055,1.943788,1.9646,1.215036,5.353077,5.228806,7.839546
"MSTRG.21543",14.323949,12.086085,12.362265,19.136877,7.076886,7.011516,1.056018,1.26249,1.090333,749.157109,939.519544,676.771092,8.67101,12.620181,14.632892
"MSTRG.21544",19.259549,23.898386,21.457975,23.135366,19.687412,25.690843,11.779626,15.462439,9.637855,15.341716,14.520146,13.681442,7.037023,6.506104,7.562257
"MSTRG.21545",0.491884,0.757979,0.860884,1.19819,1.22814,1.166851,0.635969,1.542755,0.771303,2.026198,2.564365,2.331777,1.807856,2.230088,4.105666
"MSTRG.21546",0.869321,0.65138,0.892278,1.331468,0.604946,0.743528,0.881071,1.34558,0.50245,2.193745,1.047034,2.698514,0.580621,0.48922,0.368806
"MSTRG.21547",0.729638,0.386393,0.712303,1.624332,0.675368,0.565149,0.049981,0.15249,0.057973,1.635102,1.357056,1.678746,0.096271,0.120181,0.303635
"MSTRG.2155",35.335716,32.524963,35.644531,39.000309,30.844431,25.423468,2.385353,6.21356,2.15208,0.075007,0.32972,0.242721,2.960447,5.139642,3.58593
"MSTRG.21550",0.320622,0.390256,0.649996,0.837083,0.921552,1.040711,0.188459,0.183445,0.304926,1.259529,1.596745,1.49185,0.423259,0.399468,0.714345
"MSTRG.21554",18.886027,19.203114,21.773683,19.882788,14.842008,14.531123,9.892134,11.81427,8.179821,292.674932,269.599513,415.59764,36.887628,72.181051,51.573688
"MSTRG.21555",26.472952,25.869722,26.560118,27.222223,19.205303,13.975326,7.146039,8.207555,6.707147,210.793335,309.469849,315.102448,18.021175,27.867651,28.963696
"MSTRG.21556",0.291458,0.297667,0.438608,0.623952,0.362362,0.124385,0.11912,0.01468,0.079507,2.451752,6.082108,3.079372,0.472971,0.803324,0.552524
"MSTRG.2156",1.643015,2.13159,2.065384,1.993209,0.919895,1.143585,0.838328,1.212922,1.162936,5.785237,7.783019,11.781925,0.266133,0.319095,0.413198
"MSTRG.21560",168.075165,157.310989,163.034729,178.158295,178.103912,144.586548,6.391163,8.485595,7.30609,12.554578,4.91345,12.262355,3.897263,5.420165,5.429502
"MSTRG.21561",19.124073,17.472332,19.237728,21.589727,17.647635,17.417656,17.544268,25.651985,15.764728,21.468445,24.188059,19.320709,9.88054,17.867815,16.170574
"MSTRG.21562",0.124784,0.207264,0.21352,0.091789,0.129026,0.131137,0.116685,0.143792,0.171999,18.532662,11.648158,11.617533,0.534036,0.496909,0.671421
"MSTRG.21563",2.04354,3.608342,2.725128,3.36141,2.111485,1.893407,1.495248,1.533153,1.403216,0.271924,0.272646,0.372938,1.024814,1.76762,1.789116
"MSTRG.21564",8.152499,9.328032,7.325808,8.081075,13.830727,12.846553,16.520771,12.703159,14.039361,5.509511,4.742765,4.995745,3.494119,4.308801,6.349913
"MSTRG.21565",25.14013,22.58693,19.440574,26.522347,20.640747,24.453248,15.038036,17.640353,11.028312,8.742052,10.917796,12.264936,17.829923,21.105409,17.675769
"MSTRG.21566",12.552271,10.790324,11.273207,11.879717,10.028544,9.06929,9.839546,7.122724,6.348508,8.192611,7.209189,4.472472,7.211869,21.512547,8.648699
"MSTRG.21569",6.319452,7.427675,5.257981,5.830368,5.97671,5.886043,3.407495,3.082029,3.18524,0.830761,0.86603,1.445896,6.395043,10.34054,13.942628
"MSTRG.2157",2.982647,3.606264,2.758473,2.863554,3.726068,4.466085,1.491818,2.415872,1.526954,3.104426,3.932764,5.021642,9.727322,10.181082,12.083655
"MSTRG.21573",215.836373,208.617309,175.878273,182.50917,533.15091,496.056092,237.519165,414.922638,122.490733,12.101801,6.89165,6.976371,28.691463,35.645279,40.358061
"MSTRG.21574",14.210237,17.274774,12.235783,12.763823,14.879726,16.356174,8.20387,12.981778,8.417038,28.284603,31.295581,23.888851,12.608418,14.83326,24.717463
"MSTRG.21575",1.414653,1.908115,1.568406,1.614654,1.05762,1.5146,0.634622,0.438461,0.359539,0.705419,0.960159,0.528012,7.786141,8.212028,16.241428
"MSTRG.2158",0.048766,0.197585,0.132739,0,0.159892,0.288989,0,0,0,0.033964,0.020649,0.056992,1.179362,1.449379,1.867942
"MSTRG.21580",103.810165,106.086273,106.897675,107.390236,84.563446,80.588348,175.204254,170.783829,128.54007,120.428528,136.461441,95.075874,62.942783,113.99968,121.558365
"MSTRG.21581",1.415889,2.02652,1.550489,2.104406,0.808525,1.023798,0.630021,0.365137,0.297859,1.269019,1.572531,1.423974,0.529644,0.625494,0.280996
"MSTRG.21582",1.097296,1.510767,1.015057,0.661549,1.369988,1.592651,0.664964,1.071668,0.858405,3.374912,2.48613,1.942659,1.43396,1.241273,2.088036
"MSTRG.21584",1.546272,2.109718,1.316052,1.740359,2.978287,3.198349,0.8286,1.507121,1.172676,1.342986,3.591258,1.409387,3.886409,3.430742,3.761637
"MSTRG.21586",13.987139,17.023643,11.484769,13.157169,17.896082,16.781925,7.1113,12.013333,8.952125,3.668594,4.200965,3.315388,17.310102,16.75955,28.354017
"MSTRG.2159",28.034776,26.701754,23.627122,22.251251,13.407201,14.139154,15.995387,11.255288,10.183026,13.847913,18.480969,14.364363,15.535815,20.146955,22.682513
"MSTRG.21593",4.130349,5.031433,5.474814,5.752525,6.546772,5.169278,2.210552,3.311127,1.902708,1.232408,1.430165,1.059067,47.281193,60.233649,64.394687
"MSTRG.21594",0.080479,0.101473,0,0,0.107911,0.166651,0,0,0.011813,1.458624,1.469798,1.49212,1.388996,1.317994,1.402151
"MSTRG.21595",198.040067,217.571078,156.021223,174.617679,169.650902,173.305045,264.787548,279.320773,188.540815,99.480325,118.458596,100.672634,55.884643,57.866751,94.211294
"MSTRG.21596",32.348838,38.233721,38.80027,40.408862,38.15364,37.600654,32.34169,36.702998,24.163811,8.103238,7.849919,9.855968,43.320488,62.396792,67.093112
"MSTRG.21597",17.219805,13.696417,14.858352,15.634113,14.014882,14.747965,11.671125,17.569362,9.787259,14.279477,15.330057,13.165609,4.092353,4.940514,7.767046
"MSTRG.2160",13.279588,15.696096,12.712592,12.617314,9.563306,11.848151,9.396506,14.085616,8.377919,8.471099,7.774364,7.707479,5.663925,7.171797,9.251701
"MSTRG.21625",36.890751,46.041988,38.187286,41.162182,33.068722,31.185104,20.873755,24.406801,15.084923,159.259766,169.502411,150.111603,25.920364,34.201382,42.3088
"MSTRG.21626",0,0,0,0,0.458636,0,0,0,0,3.928568,3.139151,3.629359,0.343721,0.773166,0.192944
"MSTRG.21627",0.061948,0.067927,0,0,0,0,0,0,0,2.344023,1.926527,3.112183,0.458401,0.206682,0.123415
"MSTRG.21628",88.050271,93.868026,79.790996,86.726343,87.796047,93.128698,49.418471,75.361028,44.71967,78.387944,78.366357,71.947995,37.83474,52.71639,71.392838
"MSTRG.21629",6.304144,8.310829,6.660082,6.413142,6.671224,6.959635,2.76406,3.620302,2.255381,0.201612,0.28618,0.164464,8.531301,9.491868,9.001504
"MSTRG.2163",0.218653,0.259427,0.201974,0.299186,0.601905,0.541778,0.321774,0.366392,0.372679,0.586798,0.555882,0.476824,8.845665,10.65399,10.293578
"MSTRG.21633",0.690831,1.401664,0.785092,1.025661,1.095527,1.860056,1.701734,0.230292,1.410785,0.380689,0.31558,0.131769,21.718632,23.435452,35.796452
"MSTRG.21634",0.090401,0.068045,0.115269,0.174386,0.087407,0.166906,0.119286,0.191019,0.081033,0.044361,0.054476,0.016573,1.178743,1.117705,2.648377
"MSTRG.21639",0.50582,0.615987,0.563779,0.592457,1.485037,0.988751,0.853088,0.899325,1.040102,11.313454,11.020387,9.446841,12.37249,11.027776,54.685003
"MSTRG.2164",3.828307,4.735133,4.124386,3.706999,1.128626,0.989003,1.783503,1.510709,1.200324,1.20889,1.099391,1.674001,0.873629,1.461493,0.480623
"MSTRG.21642",0.75855,1.255214,0.706224,0.635831,0.366159,0.535725,0.199579,0.190488,0.212355,1.375032,1.288448,1.108799,13.415682,17.494207,9.575753
"MSTRG.21645",28.43214,32.445986,17.282967,23.530816,25.392727,27.648091,10.802764,14.957256,8.939194,0.075714,0.090837,0.05876,68.365817,73.248014,116.099344
"MSTRG.21647",6.630862,7.249883,8.076202,9.288782,9.175673,11.013685,5.440663,7.791235,4.28461,2.201591,2.166136,2.083217,3.918438,5.717529,6.67625
"MSTRG.21648",11.062506,13.440507,8.979251,9.185088,16.313908,17.511957,8.031854,8.396309,7.264913,30.693224,33.804737,27.930218,4.384148,6.047498,5.588975
"MSTRG.21649",7.080208,8.100552,6.238749,7.226138,8.447573,9.229817,3.806563,4.551636,3.705465,3.271795,3.911696,3.099428,3.97195,5.058931,5.357123
"MSTRG.2165",70.695217,80.653302,67.082532,74.29637,70.838295,80.264255,40.759011,61.012305,37.632181,38.46268,41.651819,37.027078,38.305049,47.774684,70.962599
"MSTRG.21651",10.023104,10.372465,7.088522,7.348461,14.712765,14.972984,7.670793,10.71168,6.838303,3.564908,4.283183,4.110592,16.197941,19.656557,21.279463
"MSTRG.21653",18.323439,23.694849,36.646488,26.396067,22.653246,22.703115,7.019766,4.892686,7.877964,9.921127,16.409695,19.479486,13.082355,15.204837,4.847469
"MSTRG.21654",23.286976,27.262134,18.908393,21.438065,24.773577,27.105987,6.556467,9.660087,4.821335,4.095898,4.984128,3.863374,2.266543,1.950516,2.751211
"MSTRG.21655",21.567431,24.771739,24.923895,24.059389,13.007591,13.380997,22.849478,22.981512,17.093893,28.242699,26.109214,21.628136,4.576435,4.196952,6.147938
"MSTRG.21657",119.623596,135.025757,115.533951,119.065216,121.586281,120.613136,125.130524,147.842987,103.882462,24.469753,22.169682,17.099958,40.359215,46.972359,63.410484
"MSTRG.21658",7.033152,1.998889,6.764678,6.320094,6.458629,7.866847,2.788979,3.496424,3.048501,1.283113,0.890086,0.95109,1.418072,0.513442,2.479802
"MSTRG.21659",0.276431,0.356725,0.989174,1.569621,1.269506,0.944167,0.750065,1.388115,0.384613,11.434014,23.49399,3.830187,0.453416,1.527942,0.976301
"MSTRG.2166",0.279875,0.34193,0.235358,0.119683,0.242374,0.128858,0.012125,0.035383,0,3.452276,4.461023,4.394493,2.804227,2.735628,2.127784
"MSTRG.21662",0.804899,1.029008,0.848953,1.11102,1.168908,1.030951,0.310332,0.593034,0.327354,0.84112,1.088858,0.570759,3.230299,3.647985,3.196123
"MSTRG.21664",3.975877,3.901089,5.52143,8.184075,16.530552,22.616711,1.153647,0.672984,0.872359,3.942358,8.839674,3.41536,5.213184,16.035128,7.711367
"MSTRG.21667",0.069166,0.042142,0.044539,0,0,0.047252,0,0,0,0,0,0,16.262754,43.711353,23.091887
"MSTRG.21668",3.696125,4.701957,3.133224,3.920562,5.77017,7.273476,2.166896,3.25656,1.985522,1.383327,1.657466,1.483244,39.277266,44.109301,52.408891
"MSTRG.2167",0,0,0,0.041023,0,0,1.569403,1.739306,1.171301,5.564969,2.9183,2.393516,1.278853,1.795367,2.661159
"MSTRG.21672",18.813494,23.304785,27.000557,25.055695,11.038835,10.093621,15.322336,21.654957,12.29474,13.901432,12.906843,15.489248,8.567801,19.226434,10.877135
"MSTRG.21673",7.630302,6.962556,8.394696,8.807209,4.922215,4.965389,4.309303,7.710849,3.144606,0,0.011486,0.004297,1.799352,1.938649,4.301573
"MSTRG.21674",34.304282,40.511816,25.965031,29.224325,31.330071,33.357781,14.550254,21.137457,13.742185,6.051247,7.031247,6.510664,11.739002,14.567378,17.98247
