,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.21114",14.299376,13.747491,8.725112,12.140853,11.655666,12.095964,3.491939,5.445323,3.455921,7.671193,8.163706,6.572366,15.990164,25.671715,30.012613
"MSTRG.21115",6.930051,5.451848,7.640148,11.59999,9.185024,9.640659,3.000632,3.152894,1.861869,2.79493,2.584845,2.565797,1.809338,3.367268,2.285747
"MSTRG.21116",5.671336,2.900117,5.639937,10.343286,5.011744,5.700055,1.112728,8.833414,1.38751,1.021149,0.65089,0.797951,0.103288,0.131914,0.244154
"MSTRG.2112",0,0.013786,0,0,0,0,0,0,0,14.274039,18.734375,13.951048,0,0,0
"MSTRG.21122",71.843723,78.334639,65.821458,70.23784,51.950629,50.487194,53.439717,47.407397,34.905945,28.438572,30.344509,31.471161,10.376916,15.653018,16.219157
"MSTRG.21126",8.404521,8.773258,5.715589,5.317873,8.240935,8.2608,4.344797,6.052518,3.668074,8.08516,8.710814,7.635623,11.155422,13.048293,17.666402
"MSTRG.21127",3.379487,2.847124,3.831259,4.775795,5.884183,6.673327,4.114104,2.680074,3.313407,1.471653,2.055561,2.192903,12.834641,19.817881,17.003354
"MSTRG.21129",0.274437,0.517943,0.552467,0.462371,1.296686,1.806856,1.081124,1.403582,1.270443,0,0.038051,0.040694,6.697666,4.849012,14.488361
"MSTRG.2113",0.009644,0,0,0,0,0,0,0,0,3.640349,3.840736,2.801874,0,0,0
"MSTRG.21130",49.958004,52.747971,51.486565,81.128525,47.992538,81.329338,4.661003,5.029195,3.542822,6.431545,4.750133,5.270088,9.601055,4.198884,9.058187
"MSTRG.21131",0.037389,0.108084,0,0,0,0,0,0,0,592.565387,650.474548,395.496684,0.033729,1.599716,0.059046
"MSTRG.21132",2.282284,3.13745,1.420092,1.215934,0.840504,0.855175,1.582299,1.239326,1.15535,182.824188,184.66803,117.579361,0.207031,2.39393,1.234854
"MSTRG.21133",51.715267,53.357418,48.20063,48.535473,43.733936,45.053734,37.856094,39.790443,27.524908,118.371208,140.628754,91.030983,15.980675,24.624559,31.22576
"MSTRG.21135",2.76812,3.150997,1.773457,2.131614,3.49435,3.707986,2.029347,3.448664,2.087438,0.413267,0.486796,0.479651,29.427582,32.850677,40.31209
"MSTRG.21136",0.021543,0.009948,0.033362,0.01458,0.022865,0.031821,0,0,0,8.799545,3.673094,4.470935,0,0,0
"MSTRG.21137",2.172582,3.129629,2.601015,1.931991,6.577124,7.629528,7.06106,18.711199,7.885816,31.17709,9.792927,32.179133,1.400745,1.335662,2.15141
"MSTRG.21138",1.686814,1.883051,2.484196,2.151947,2.247271,2.433577,0.766249,0.906693,0.708465,0.034019,0.023836,0.048444,56.743474,62.851489,82.230284
"MSTRG.21139",89.81707,87.206589,101.101349,99.336548,61.211117,57.878979,122.865288,72.857498,90.498962,57.619469,67.532539,53.677708,28.891806,40.263309,52.397331
"MSTRG.2114",0,0,0,0,0,0.116032,0,0,0,2.434428,2.959844,1.845693,0.018116,0.018152,0
"MSTRG.21140",0,0,0.011772,0,0,0.006913,0,0,0,6.091285,6.798918,4.090548,0.013912,0.035266,0.038309
"MSTRG.21141",0.096566,0,0,0,0,0,0,0,0,0,0,0,2.990034,2.944164,1.760925
"MSTRG.21142",0,0,0.101363,0,0,0,0,0,0,0,0,0,2.025173,1.061007,1.585393
"MSTRG.21143",0.758062,1.133107,1.110473,1.340912,1.135305,1.898053,0.385239,0.136796,0.177607,0,0,0,0.743853,0.459831,1.084563
"MSTRG.21144",6.436677,6.137072,8.642668,7.592619,4.421442,4.582188,6.018643,3.488716,2.001877,11.373611,12.808877,10.668089,7.248364,16.009798,13.375146
"MSTRG.21148",3.0447,3.470935,3.5096,3.459386,3.472515,3.824877,2.344509,3.187435,2.074558,124.467339,129.399124,101.408243,4.059313,4.419948,6.81502
"MSTRG.21149",1.735027,1.329206,1.780347,2.417945,1.157162,1.406917,0.327047,0.521709,0.308184,3.445125,3.142149,3.727223,4.096564,7.852265,8.789858
"MSTRG.2115",0,0,0,0,0,0,0,0,0,1.150118,4.449038,1.42206,0,0,0
"MSTRG.21150",5.011177,5.781121,5.599929,5.729609,4.215113,5.086954,1.34382,1.637952,1.254579,1.819398,2.680896,2.032323,3.824798,5.274755,6.276888
"MSTRG.21151",6.57585,5.203553,7.296298,11.051826,8.751465,9.210222,2.841053,3.050306,1.760841,2.67061,2.48498,2.498248,1.762576,3.22811,2.13994
"MSTRG.21152",74.478912,76.506607,84.085312,137.580978,93.121262,94.647446,6.145355,7.72987,6.350518,7.105789,9.278441,6.1264,11.795606,4.977633,11.287914
"MSTRG.21157",0.788983,1.337016,2.244759,2.169324,0.262628,0,17.301267,20.381684,9.937238,0,0,0,15.69196,10.488583,22.573321
"MSTRG.21158",15.261308,16.448177,13.25157,13.902526,19.913862,21.013208,17.105858,20.01804,16.296178,21.60727,21.320823,16.96927,4.675268,7.040236,5.76859
"MSTRG.21159",150.425502,172.160044,126.397372,132.014938,152.392676,152.004144,63.011531,60.737428,44.888108,0.089241,0.619355,0.074385,20.057692,24.775673,20.224178
"MSTRG.2116",0.014074,0,0,0.004913,0,0,0,0,0,4.162271,6.895562,3.737381,0,0,0.003945
"MSTRG.21162",4.00191,3.875508,2.711653,3.613756,3.717458,3.863718,2.097084,3.193793,1.681114,5.128227,5.111908,4.756751,2.400459,4.78554,5.898345
"MSTRG.21163",27.19244,26.294735,30.189831,31.464819,17.555559,15.986743,28.787903,25.793587,21.650005,28.884382,26.021267,25.686945,4.262219,17.261894,6.223978
"MSTRG.21164",33.922965,40.978213,33.401819,33.555505,31.905819,31.637381,34.12123,44.010631,28.245854,5.288205,10.736233,9.269797,17.458931,18.163447,23.416357
"MSTRG.21165",0.055122,0.102809,0.113926,0.112033,0.153901,0.115338,0.193523,0.118014,0.121602,0,0,0.018429,14.913668,14.261209,23.828756
"MSTRG.21166",135.446213,142.510925,132.925079,132.428986,83.539833,87.813049,97.87291,130.647186,81.860626,55.460064,51.344368,67.692986,43.361454,58.246685,85.397293
"MSTRG.21167",146.946673,167.208546,145.115382,145.400871,168.946883,165.153062,209.29333,247.613309,173.232406,1.219819,1.262666,0.918583,23.351724,35.940086,36.618982
"MSTRG.21169",2.758877,3.148932,2.037233,3.05784,2.456376,2.352335,0.492586,0.65208,0.241698,2.870686,2.826024,2.530744,2.017506,3.549531,3.870188
"MSTRG.21170",12.442245,8.986451,10.224012,10.730228,3.954057,3.808564,1.318351,2.160917,1.795664,0,0.335,0.192826,3.507824,9.174396,7.726707
"MSTRG.21171",8.007534,7.117464,8.270357,6.974728,2.794913,2.050261,0.100551,0.538677,0,0,0,0,1.353541,1.224404,0.402099
"MSTRG.21172",3.948315,3.830728,2.532965,4.533005,3.42854,3.009535,0.932611,2.25612,1.287121,0.964243,1.446065,0.739033,0.86008,1.308262,1.316098
"MSTRG.21174",57.508532,65.031444,46.674324,52.235964,53.349799,54.395073,23.111733,28.564663,21.074424,54.451291,63.91898,54.082367,28.962059,37.98935,56.582179
"MSTRG.21175",284.846834,286.694561,316.715515,314.74353,240.325272,226.393454,306.498972,298.021576,227.229019,230.71019,256.366071,216.302209,146.178131,316.506834,252.198288
"MSTRG.21176",15.951801,17.704658,15.625693,17.448898,15.364078,16.606812,9.77635,13.780948,9.626527,11.237081,9.962277,10.562696,17.777126,22.187439,25.633994
"MSTRG.21178",0,0,0,0,0,0,0,0,0,9.957155,12.775335,11.239633,0,0,0
"MSTRG.21181",0,0.054603,0,0.00872,0,0,0,0,0,3.441699,4.0324,3.182927,0.045603,0.022242,0.008408
"MSTRG.21182",0.132134,0.146822,0.134276,0.151212,0.295423,0.344704,0.201771,0.159687,0.222178,0.32907,0.254323,0.204303,6.264997,6.4938,11.220777
"MSTRG.21184",79.210075,83.112267,87.884026,87.195114,42.2864,40.450359,30.766726,27.872066,24.299065,26.537512,31.99415,31.642977,61.03717,117.47097,126.049446
"MSTRG.21185",8.662444,9.738329,7.145742,8.505675,8.342429,8.728026,4.3022,5.301901,3.817086,10.530584,11.311492,9.815369,4.549446,5.59497,7.88782
"MSTRG.21186",10.058211,13.03977,8.711976,9.049314,20.1008,20.447563,13.811716,18.699409,12.239667,8.629819,10.290815,9.189587,7.477927,9.640685,11.558427
"MSTRG.21188",23.572334,25.200165,31.263729,33.993034,24.094347,25.866951,18.012878,18.57942,13.634088,18.402977,21.289694,20.78611,12.363159,19.02408,22.893206
"MSTRG.21189",0.16365,0.131206,0.292432,0.192833,0.193214,0.201835,0.540526,0.324899,0.373125,0,0.005479,0,4.800943,5.432022,7.900712
"MSTRG.21192",4.521109,4.679221,5.622989,5.597068,2.992179,3.423532,4.910465,4.915144,4.215579,2.588161,2.132502,1.615463,4.136182,4.69971,7.501165
"MSTRG.21193",0,0,0,0,0,0.004246,0.045095,0.005605,0.032769,0.196941,0.154497,0.25192,2.216745,1.282327,3.186221
"MSTRG.21194",2.432823,2.299647,2.526615,3.232131,3.693424,3.847983,3.025081,6.085874,2.789754,9.791545,7.767815,8.33344,1.168232,2.666201,2.608757
"MSTRG.21196",5.750204,4.872368,3.72165,6.334249,6.43944,9.315693,1.655972,2.280082,2.00772,6.201825,5.583904,7.020619,4.888628,6.744258,9.072662
"MSTRG.21198",0.661771,0.444483,0.380987,0.427836,0.43234,0.376649,0.07003,0.085616,0.041708,0.678254,1.35802,0.780335,23.242678,26.372673,21.699497
"MSTRG.21199",0,0,0,0,0,0,0,0,0,0.515396,0.142426,0.281826,4.328771,7.934237,3.231794
"MSTRG.21200",34.188477,39.099255,37.470196,41.433502,46.73679,49.677166,54.620224,75.641159,47.890087,1.076263,0.900906,1.018931,5.432657,7.74436,5.723697
"MSTRG.21201",0.283224,0.24317,0.176617,0.466401,0.189638,0.118936,0.026403,0.741586,0.093023,4.528624,4.892102,4.061973,0.148722,0.060634,0.040841
"MSTRG.21203",1.100511,0.866945,0.981128,1.634237,1.479538,1.686922,1.198915,1.404449,1.033058,7.973303,14.775233,10.498096,6.548302,8.69825,10.635821
"MSTRG.21204",5.181401,3.868902,6.685727,9.514646,6.358491,7.212488,2.075683,2.872736,1.680859,2.293021,1.67727,1.745803,10.70016,10.800025,18.409731
"MSTRG.21207",3.507091,3.705474,2.708064,3.314072,2.989478,3.262518,1.471249,2.826723,1.526422,26.065263,26.811256,23.632808,2.234455,3.675922,2.174518
"MSTRG.21209",65.623123,65.989655,63.867455,67.576851,69.16127,72.856499,53.797611,73.832764,46.782486,44.522099,46.717484,44.870548,54.039322,78.724075,83.374252
"MSTRG.21210",0.015882,0,0.021671,0.038052,0,0,0.024221,0.039695,0.022829,1.080772,0.507343,0.48385,2.859523,2.810765,2.05894
"MSTRG.21212",0,0,0,0,0,0,0,0,0,5.014023,1.607791,2.073982,0,0,0
"MSTRG.21213",49.171574,47.957943,56.917286,59.880787,30.483177,30.577868,48.83699,77.746826,47.49815,11.917357,12.15339,13.377962,17.017101,49.691448,24.976774
"MSTRG.21214",8.358946,9.865526,7.429929,7.678145,8.416445,7.938842,6.60047,7.415507,5.925403,9.421184,9.191763,6.593332,6.626395,11.022782,8.004243
"MSTRG.21220",0.405989,0.229353,0.186509,0.132131,0.178292,0.281918,0.14196,0.280945,0.108393,0.054552,0.090288,0.081293,31.483467,30.512545,62.19736
"MSTRG.21221",0.015107,0.013123,0.003677,0,0,0,0.000882,0,0.003156,0.02636,0.036072,0.018134,4.119084,6.342883,3.949281
"MSTRG.21222",24.358649,27.330518,23.227449,23.67455,18.348745,19.280239,14.889515,17.029885,12.96344,59.714318,62.936518,45.201459,14.121885,20.347814,19.776524
"MSTRG.21223",4.077903,4.279936,3.445055,4.249318,3.469876,3.502641,3.405894,4.011032,2.443035,1.686095,1.620483,1.622278,3.752571,4.58704,6.776961
"MSTRG.21224",0.764442,0.491501,0.488238,0.743543,1.036673,1.224784,0.249658,0.133433,0.144336,14.036466,15.615371,13.567088,1.401483,1.814757,2.345429
"MSTRG.21226",71.903375,86.695126,66.68766,64.824852,57.29329,54.973961,76.3421,82.074915,54.108593,4.189807,6.39615,4.448853,22.438672,20.930606,35.382571
"MSTRG.21228",10.956376,13.336404,8.947163,9.129978,9.107889,9.838313,2.627918,3.088516,2.095386,0.024959,0.036838,0.059418,54.603895,56.469804,96.21547
"MSTRG.21231",40.852754,38.996737,31.120214,29.016437,58.002974,57.833264,52.518263,59.168316,43.615869,44.996346,51.082834,91.656354,3.999535,8.767036,4.770545
"MSTRG.21235",24.994043,35.099598,27.259989,28.780272,35.437565,37.179245,20.473627,29.808107,17.768898,24.513901,31.315298,27.898443,20.290649,21.509577,24.397137
"MSTRG.21236",0.173507,0.176258,0.106122,0.22189,0,0.135111,0.135508,0.047908,0.068051,0.265688,0.448424,0.206398,38.255199,35.442856,66.91478
"MSTRG.21237",4.749275,5.436375,1.776894,1.921465,3.071929,2.826654,1.160853,1.693973,1.008116,6.369774,7.19817,6.182293,23.50558,25.981399,63.936236
"MSTRG.21241",51.821654,55.985591,61.550787,57.838429,28.038967,33.630778,137.942444,90.15417,90.616634,84.017793,100.242778,68.276066,85.290356,133.890929,58.836019
"MSTRG.21243",0,0,0.056661,0,0,0,1.606866,2.35594,1.023554,2.793716,3.468073,3.103037,0,0,0
"MSTRG.21247",5.749331,6.846015,5.967861,6.296554,4.193139,5.297457,4.892331,6.236156,4.456001,4.63783,4.265644,4.207702,4.903135,6.23517,7.309187
"MSTRG.21248",1.704028,2.512163,1.628911,1.827186,4.134813,4.354438,4.020368,5.822627,3.12128,0.011161,0,0.011117,16.638494,20.352119,27.509079
"MSTRG.21252",6.116768,6.819556,6.058675,6.190114,8.183153,7.15575,6.65159,6.798113,5.702899,5.939883,7.840623,6.388198,1.998805,2.659297,3.540029
"MSTRG.21255",2.00222,2.077665,1.441087,2.23348,2.587108,3.021684,1.41258,1.114041,1.064377,1.522005,2.079004,1.639037,1.779387,2.026006,1.983456
"MSTRG.21256",0.001067,0,0,0.013435,0,0,0,0,0,0,0,0.492866,14.946131,22.991104,15.499822
"MSTRG.21258",0,0,0,0,0,0,0,0,0,3.7848,8.64569,1.679136,0,0,0
"MSTRG.21259",9.312862,12.490519,7.11594,9.444999,8.116724,8.977823,5.276582,10.165273,6.170724,7.124855,6.651617,7.788476,5.759783,6.282532,6.53405
"MSTRG.21260",9.081121,10.282799,8.009085,9.644629,7.848793,8.218042,6.379296,8.605969,6.20799,2.87012,2.897712,2.52925,2.820501,3.11185,4.250807
"MSTRG.21261",143.590392,173.894516,185.996049,181.337277,134.110687,137.977467,78.088148,97.505562,59.390476,85.62346,82.870781,80.419489,49.644127,51.432747,72.671523
"MSTRG.21265",97.147812,115.098763,92.831665,90.916695,102.714851,100.322594,48.597515,68.101021,42.190868,38.493076,42.424919,36.034393,28.204697,30.547503,47.861679
"MSTRG.21266",0.074935,0.083429,0.174558,0.019042,0,0.06477,0,0,0,1.167145,1.102775,1.458798,0.416454,0.877657,0.309177
"MSTRG.21267",1.336059,1.58753,1.438505,1.297611,1.133292,1.573424,1.259101,1.563176,1.429396,1.679094,1.952268,1.292822,16.795066,17.114679,23.629764
"MSTRG.21269",1.739577,1.445431,0.742703,1.302527,2.76349,3.385558,0.227802,0.408666,0.215511,0,0,0,0.834078,1.045305,0.593439
"MSTRG.21270",2.003428,1.783873,2.349585,2.676948,3.817648,5.047027,0.205291,0.916539,0.252243,0,0,0,0.29221,0.548177,0.210671
"MSTRG.21272",7.185339,7.804109,7.392296,7.495728,5.018539,6.199689,4.29028,6.970196,4.215823,3.785981,3.391558,3.426118,6.00381,5.558007,7.417004
"MSTRG.21273",11.479841,13.651531,13.39782,15.393783,13.836708,11.967078,13.096692,22.587074,11.238127,4.724326,4.067647,2.985486,4.15789,7.220747,5.549794
"MSTRG.21277",44.758527,71.222023,55.64162,57.973299,37.672888,40.962601,21.289958,29.850322,17.586768,0.570504,0.575293,0.568778,8.764456,7.639687,11.200962
"MSTRG.21279",55.84693,55.720142,57.741968,72.536594,55.977131,62.80803,30.600059,51.350771,30.937607,40.038624,39.812759,37.901279,20.268272,24.653396,35.982367
"MSTRG.21281",1.529036,2.52519,2.050406,1.85923,1.058646,1.336438,0.548532,0.683331,0.513151,0.08372,0.063174,0.124098,21.561429,15.776997,33.392817
"MSTRG.21282",155.348557,147.370575,172.509018,175.812592,109.084778,100.712189,85.225677,93.718788,68.359482,40.815865,34.823971,33.787247,75.109329,92.442268,109.591385
"MSTRG.21283",0.127192,0.161107,0.162903,0.233411,0.318304,0.634126,0.05223,0.091661,0.101721,0.040302,0.060492,0.088738,2.809244,1.783466,5.437104
"MSTRG.21285",8.792893,11.132608,10.162486,9.02272,9.94916,8.964359,6.850995,5.483318,5.495113,3.204271,3.630098,3.944096,10.348927,13.510179,12.844263
"MSTRG.21286",1.341263,0.996038,1.115932,1.273157,2.126481,2.641974,0.361006,0.837312,0.533758,1.530547,1.569768,1.473851,3.698557,2.686746,5.849793
"MSTRG.21287",0.117982,0.017096,0.105785,0.051631,0.055574,0.096311,0.059083,0.077662,0.085219,0,0.023188,0.040412,1.698629,2.075017,4.119028
"MSTRG.21289",24.6794,33.603463,23.132345,25.278145,37.273785,38.584549,15.608369,19.990219,12.760193,2.886689,2.927743,2.207855,22.033979,24.800277,31.405077
"MSTRG.21290",0.994335,1.185017,0.766594,0.887025,0.837778,1.015168,0.444724,0.756667,0.661316,0.046622,0.131747,0.219376,15.148651,17.05672,34.682577
"MSTRG.21293",1.462379,2.258898,2.093799,2.796278,1.343577,1.416668,0.207867,0.639685,0.26017,1.994623,2.318045,2.465622,3.55316,4.017332,5.339955
"MSTRG.21294",18.345768,20.638031,19.38725,21.337784,18.188005,19.246473,12.920373,18.422241,11.628936,11.458914,11.288384,10.661056,15.137977,19.910862,22.081624
"MSTRG.21300",16.637695,18.431432,11.229911,12.046485,9.389897,9.608656,6.217025,7.96153,4.813011,4.736824,4.228601,3.140085,5.510975,5.279462,7.223253
"MSTRG.21301",11.178723,11.809159,10.459832,12.955239,10.21774,11.556996,6.056575,7.201504,4.889122,5.200117,4.374949,4.332387,8.744583,11.117584,14.5562
"MSTRG.21302",33.597507,47.227167,34.744846,36.710911,45.897427,47.03368,20.026948,38.297719,19.762808,33.332424,33.764984,29.491502,31.542688,34.499695,37.804013
"MSTRG.21303",0.367363,0.138467,0.116838,0.125652,0.270302,0.112626,0,0.020464,0.019131,3.582664,3.812357,4.214655,1.950109,2.350879,1.294341
"MSTRG.21304",0.165109,0.18411,0.117605,0,0.038917,0,0,0,0,3.693643,4.247595,4.428008,1.027659,1.661003,0.883866
"MSTRG.21305",0.434346,0.477364,0.099013,0.10307,0.23615,0.389273,0.023093,0.061564,0.024154,4.816263,5.376378,5.906122,1.81446,2.309608,1.469097
"MSTRG.21306",49.100383,62.396067,43.158798,44.803423,59.398224,61.755422,24.365312,44.272134,24.33282,16.017649,16.975817,14.755399,25.182962,27.133765,39.326089
"MSTRG.21308",18.238959,18.174447,16.580474,18.219307,14.533451,14.036971,7.562406,7.971876,7.261859,11.209036,10.582012,10.030074,5.301449,6.60041,7.212627
"MSTRG.21310",0.896963,1.191312,1.019512,1.586074,6.929789,7.595167,2.969167,2.83872,2.282843,0.06253,0.232503,0.033395,0.856061,1.213852,2.074125
"MSTRG.21316",2.050678,2.037241,1.78033,2.040543,2.636712,2.395192,1.400277,2.075251,1.163137,0.349251,0.389265,0.440261,2.978726,3.286778,3.505699
"MSTRG.21320",6.510814,7.652267,8.364069,9.152742,42.863682,38.374837,73.592627,59.508264,61.391471,5.105857,4.211069,4.090866,19.455433,20.349913,29.316845
"MSTRG.21321",14.368338,16.540966,11.8992,14.203376,12.646377,11.858429,6.514009,7.114511,5.626509,18.841692,20.421347,18.101879,36.209492,45.240639,75.15284
"MSTRG.21322",1.125349,1.465707,3.367797,2.774086,9.602808,9.353529,40.298801,21.02132,25.329691,1.66747,1.581572,1.346216,19.685387,28.48156,33.222927
"MSTRG.21323",0.3332,0.886818,0.218594,0.243156,1.49655,2.387692,3.843146,6.021959,4.762207,1.106734,0.862613,0.765114,29.866348,50.312836,61.941635
"MSTRG.21327",9.063255,9.963427,12.415257,11.049646,6.251665,4.460207,0.186119,1.249832,0.89527,0.381229,0.565622,0.610824,3.742456,14.703038,6.19418
"MSTRG.21332",0.806064,1.022249,0.554176,0.569,0.743522,1.072275,0.028745,0.131597,0.074398,1.393766,0.735914,1.715778,17.0641,19.623444,19.82663
"MSTRG.21333",0.052201,0,0.02227,0.019929,0.022605,0,0,0,0,0.099148,0.204839,0.188677,2.170921,2.689092,1.553213
"MSTRG.21334",33.61081,34.585214,36.170509,36.079026,23.711021,26.39946,17.316681,21.17479,15.497525,36.501919,37.492435,30.541374,25.038954,37.003822,39.303443
"MSTRG.21338",1.069067,0.961133,0.52971,0.627831,0.576507,0.550053,0.288912,0.522851,0.233719,3.235065,2.931555,2.776071,4.212807,4.497782,2.447004
"MSTRG.21339",0.404493,0.264015,0.200946,0.089111,0.15597,0.149193,0.033567,0.060651,0.022155,3.391802,3.045734,3.109619,3.564237,4.673086,1.850184
"MSTRG.21340",1.508052,1.214141,0.696596,0.655252,0.859332,0.744364,0.29606,0.465979,0.182752,9.981131,10.181459,8.481167,16.374702,22.07415,9.479827
"MSTRG.21341",0.477493,0.381802,0.161422,0.194155,0.177304,0.191353,0.014449,0.049783,0.026032,3.112559,2.942802,2.62984,4.100884,5.6214,1.983527
"MSTRG.21342",10.264599,11.86279,9.686159,11.679877,13.549818,14.700841,11.333374,21.450993,11.112335,23.204052,24.728178,23.097183,38.255988,64.666574,58.026302
"MSTRG.21343",4.195441,4.64525,4.638239,6.984054,5.857936,7.999548,3.332181,4.173794,4.024835,1.898563,2.059589,1.954026,9.706875,9.034028,12.259178
"MSTRG.21344",7.424381,7.781614,4.548167,4.701398,7.947524,9.219636,4.265895,7.27426,4.087839,3.633042,4.092538,4.01983,13.999822,16.030893,20.656583
"MSTRG.21347",9.850527,10.070416,10.485861,11.211022,9.709593,8.987579,5.905778,5.748093,4.383727,6.248632,6.344352,6.321716,18.260193,22.944078,24.818691
"MSTRG.21348",0.057258,0.023369,0.013431,0.026223,0.127172,0.114399,0.023138,0.02434,0.011862,0.029493,0.030562,0.014789,1.15202,2.101824,1.833155
"MSTRG.21350",89.708778,91.18969,93.634148,86.867661,81.211113,79.175552,25.603117,37.023388,20.991297,4.065527,3.688892,3.613664,26.913191,29.65379,41.316193
"MSTRG.21351",24.605356,27.673023,30.744377,30.682928,22.35713,23.096897,14.763981,16.380308,11.874663,14.753283,11.395501,11.044356,41.668373,56.533058,61.406509
"MSTRG.21352",0.715152,0.842727,0.575836,0.885439,1.659974,1.910566,0.267683,0.425182,0.146392,0.042485,0,0.047906,1.423761,1.815296,1.724327
"MSTRG.21353",10.372912,8.784872,19.89661,27.827555,40.526283,43.082836,6.542162,24.817848,8.457274,1.068538,1.091038,0.55645,0,0.438263,0.565005
"MSTRG.21354",1.392127,1.442032,1.028493,1.559922,3.183685,3.515045,0.399157,1.021679,0.328092,0.044049,0.01907,0.083004,2.789486,3.786135,3.792511
"MSTRG.21357",25.428402,22.388097,25.669528,37.521408,35.326264,43.843716,9.147837,16.451566,9.25539,92.508905,87.353276,75.765675,7.171512,9.898916,13.375272
"MSTRG.21360",10.96741,11.654695,15.573028,16.860758,12.895386,10.635559,4.418005,7.208558,4.187559,43.44883,35.785767,39.863533,1.509994,2.55761,2.637587
"MSTRG.21361",10.084277,12.534151,11.279191,10.489771,8.030531,8.398836,4.828874,8.225715,4.640132,5.442178,5.597814,5.766008,9.721777,7.668591,12.784179
"MSTRG.21363",6.473532,7.816386,2.522882,3.760671,3.356199,6.418602,1.25395,2.139285,0.891047,0.121683,0.139668,0.16911,0.413411,0.571256,0.419819
"MSTRG.21365",8.714718,10.897503,8.672638,10.950436,12.192217,12.423139,9.528612,12.180771,8.940127,8.80118,7.91674,7.31842,10.998373,11.527461,13.059231
"MSTRG.21367",38.900589,53.295367,52.417684,55.701788,57.627093,57.369909,26.272294,28.097824,16.430621,185.830027,196.613654,153.59917,17.582424,23.405032,24.553104
"MSTRG.21368",0.495253,0.422382,0.240051,0.541478,0.131569,0.160097,0,0,0.017914,1.967279,2.481326,2.060074,2.390481,4.242406,1.839854
"MSTRG.21369",0,0,0,0,0.118623,0.045224,0.145531,0.023596,0.040411,29.804592,18.55664,18.985683,14.744125,33.049932,25.907603
"MSTRG.21370",5.063847,4.724864,3.920829,5.202833,6.389006,6.645985,1.700222,2.422244,1.552235,3.008423,2.800285,2.172984,5.677162,7.117313,8.063696
"MSTRG.21371",39.760799,43.109135,44.12788,44.540104,53.648529,52.463676,32.009331,37.018557,26.840181,47.642891,55.396416,40.69035,62.431644,77.038147,78.999619
"MSTRG.21372",72.200783,69.038719,46.590122,57.067314,89.244545,86.36515,45.789974,86.880852,49.244259,70.565483,82.302818,57.538227,78.362312,91.250473,99.112946
"MSTRG.21376",0.076233,0.055127,0.01719,0.131899,0.163332,0.324945,0.03623,0,0.051392,0.263559,0.196188,0.049691,5.535955,3.74361,8.731139
"MSTRG.21377",6.554199,5.82426,6.146766,6.848625,8.568299,10.739089,14.845057,10.387595,11.695539,7.546396,6.961101,6.740656,147.035411,214.799543,211.998779
"MSTRG.21378",0,0,0,0,0,0,0,0,0,4.532544,3.869774,2.358406,0,0.384203,0
"MSTRG.21379",0.064245,0.234479,0,0.011079,0,0,0,0,0,610.171951,694.725251,714.998405,0,0,0
"MSTRG.21380",0.02119,0.037712,0,0.010659,0.016783,0.032089,0.024782,0.025071,0.011742,0,0,0,18.607041,28.018721,27.954554
"MSTRG.21381",32.716344,52.310269,33.733115,39.020857,36.521066,38.038639,29.723479,33.658519,20.344535,16.696084,23.95404,22.361962,5.894152,5.013269,8.162267
"MSTRG.21382",9.499541,11.817606,7.031529,7.893626,9.213868,9.934002,5.034245,6.599183,4.06529,6.806694,7.0633,7.457255,13.130097,14.075639,15.353506
"MSTRG.21384",1.497147,1.961284,1.690206,1.504225,1.539596,2.132835,0.588945,0.85903,0.594397,0.69,0.590758,0.476958,1.036348,1.338546,0.878549
"MSTRG.21385",29.42082,35.04747,31.51821,36.125332,47.776669,49.904238,68.216836,242.857398,61.257739,16.193775,16.478941,16.568563,2.157141,2.784306,4.503472
"MSTRG.21386",1.17717,1.802347,0.947365,1.085412,1.258986,1.17934,0.506973,0.566475,0.393631,0.247509,0.326756,0.042937,3.929621,4.323732,3.87887
"MSTRG.21388",1.952987,2.769983,2.277082,2.083517,1.755537,2.079802,0.892971,0.693803,0.688784,0.436689,0.268186,0.113184,4.256132,5.793754,4.804252
"MSTRG.21389",2.555753,4.48928,1.60448,1.978211,3.130744,3.175199,0.775746,1.170474,0.920143,1.068144,0.885659,0.294212,11.343829,9.542373,10.53623
"MSTRG.21391",17.898418,16.997421,16.203459,17.421631,12.413417,11.025676,10.152153,7.888373,8.619091,8.085551,8.348553,9.29514,2.652177,3.019061,4.043393
"MSTRG.21392",13.312865,15.440893,10.336963,12.629402,12.523748,13.459002,5.323401,8.159408,6.069421,7.016432,7.400442,6.644332,14.93693,23.234161,19.938823
"MSTRG.21394",7.555215,10.998071,13.916847,11.378343,16.669239,14.260074,15.26211,8.041968,10.906644,7.735937,7.691686,6.242486,8.589523,7.533265,9.912711
"MSTRG.21395",0.092011,0.224438,0.178854,0.117002,0,0.025589,0.051978,0,0.04067,0.527691,0.627233,0.209936,23.139199,20.115161,26.677712
"MSTRG.21396",18.777018,22.877911,17.027056,17.952501,17.359248,19.108194,10.707048,12.804672,9.516432,24.360144,25.971046,24.937692,12.94577,18.211547,17.746866
"MSTRG.21397",2.351139,2.612522,1.606303,1.510591,8.31743,6.987447,3.784866,8.468752,5.132362,2.041847,4.131332,3.983746,2.760939,3.434408,3.924468
